sep=; 
00:00,00;52,5;50,3;42,6;44,4;0,0;0,0; 30;43,5;  0;255;29,5;REFLOW
00:00,25;52,5;50,3;42,6;44,4;0,0;0,0; 30;43,5;  0;255;29,6;REFLOW
00:00,50;52,5;50,3;42,6;44,4;0,0;0,0; 30;43,5;  0;255;29,5;REFLOW
00:00,75;52,5;50,3;42,6;44,4;0,0;0,0; 30;43,5;  0;255;29,6;REFLOW
00:01,00;52,5;50,3;42,6;44,4;0,0;0,0; 30;43,5;  0;255;29,6;REFLOW
00:01,25;52,5;50,3;42,6;44,4;0,0;0,0; 30;43,5;  0;255;29,5;REFLOW
00:01,50;52,5;50,3;42,6;44,4;0,0;0,0; 30;43,5;  0;255;29,6;REFLOW
00:01,75;52,5;50,3;42,6;44,4;0,0;0,0; 30;43,5;  0;255;29,6;REFLOW
00:02,00;52,5;50,3;42,6;44,4;0,0;0,0; 31;43,5;  0;255;29,6;REFLOW
00:02,25;52,5;50,3;42,6;44,4;0,0;0,0; 31;43,5;  0;255;29,6;REFLOW
00:02,50;52,5;50,3;42,6;44,4;0,0;0,0; 31;43,5;  0;255;29,6;REFLOW
00:02,75;52,5;50,3;42,6;44,4;0,0;0,0; 31;43,5;  0;255;29,6;REFLOW
00:03,00;52,5;50,3;42,6;44,3;0,0;0,0; 31;43,4;  0;255;29,6;REFLOW
00:03,25;52,5;50,3;42,4;44,2;0,0;0,0; 31;43,3;  0;255;29,5;REFLOW
00:03,50;52,5;50,3;42,3;44,2;0,0;0,0; 31;43,3;  0;255;29,6;REFLOW
00:03,75;52,5;50,3;42,2;44,1;0,0;0,0; 31;43,1;  0;255;29,6;REFLOW
00:04,00;52,5;50,3;42,2;44,1;0,0;0,0; 32;43,1;  0;255;29,6;REFLOW
00:04,25;52,5;50,3;42,2;44,1;0,0;0,0; 32;43,1;  0;255;29,6;REFLOW
00:04,50;52,5;50,3;42,2;44,1;0,0;0,0; 32;43,1;  0;255;29,5;REFLOW
00:04,75;52,5;50,3;42,2;44,0;0,0;0,0; 32;43,1;  0;255;29,6;REFLOW
00:05,00;52,5;50,3;42,2;44,0;0,0;0,0; 33;43,1;  0;243;29,6;REFLOW
00:05,25;52,5;50,3;42,2;44,0;0,0;0,0; 33;43,1;  0;243;29,5;REFLOW
00:05,50;52,5;50,3;42,2;44,0;0,0;0,0; 33;43,1;  0;243;29,6;REFLOW
00:05,75;52,5;50,3;42,2;44,0;0,0;0,0; 33;43,1;  0;243;29,5;REFLOW
00:06,00;52,5;50,3;42,2;44,0;0,0;0,0; 33;43,1;  0;228;29,6;REFLOW
00:06,25;52,5;49,2;42,2;44,0;0,0;0,0; 33;43,1;  0;228;29,6;REFLOW
00:06,50;52,5;49,2;42,2;44,0;0,0;0,0; 33;43,1;  0;228;29,5;REFLOW
00:06,75;52,5;49,2;42,2;44,0;0,0;0,0; 33;43,1;  0;228;29,6;REFLOW
00:07,00;51,4;49,2;42,2;44,0;0,0;0,0; 34;43,1;  0;216;29,6;REFLOW
00:07,25;51,4;49,2;42,2;44,0;0,0;0,0; 34;43,1;  0;216;29,6;REFLOW
00:07,50;51,4;49,2;42,2;44,0;0,0;0,0; 34;43,1;  0;216;29,5;REFLOW
00:07,75;51,4;49,2;42,2;44,0;0,0;0,0; 34;43,1;  0;216;29,6;REFLOW
00:08,00;51,4;49,2;42,2;44,0;0,0;0,0; 34;43,1;  0;201;29,6;REFLOW
00:08,25;51,4;49,2;42,3;44,0;0,0;0,0; 34;43,2;  0;207;29,6;REFLOW
00:08,50;51,4;49,2;42,4;44,0;0,0;0,0; 34;43,2;  0;204;29,6;REFLOW
00:08,75;51,4;49,2;42,4;44,0;0,0;0,0; 34;43,2;  0;204;29,6;REFLOW
00:09,00;51,4;48,1;42,4;44,0;0,0;0,0; 35;43,2;  0;192;29,6;REFLOW
00:09,25;51,4;48,1;42,6;44,0;0,0;0,0; 35;43,3;  0;195;29,6;REFLOW
00:09,50;51,4;48,1;42,6;44,0;0,0;0,0; 35;43,3;  0;192;29,6;REFLOW
00:09,75;51,4;48,1;42,6;43,9;0,0;0,0; 35;43,3;  0;189;29,6;REFLOW
00:10,00;51,4;48,1;42,6;43,9;0,0;0,0; 36;43,3;  0;177;29,6;REFLOW
00:10,25;51,4;48,1;42,6;43,9;0,0;0,0; 36;43,2;  0;174;29,6;REFLOW
00:10,50;51,4;48,1;42,6;43,8;0,0;0,0; 36;43,2;  0;174;29,6;REFLOW
00:10,75;51,4;48,1;42,6;43,8;0,0;0,0; 36;43,2;  0;174;29,6;REFLOW
00:11,00;51,4;48,1;42,6;43,8;0,0;0,0; 36;43,2;  0;153;29,6;REFLOW
00:11,25;51,4;48,1;42,6;43,8;0,0;0,0; 36;43,2;  0;153;29,6;REFLOW
00:11,50;51,4;48,1;42,6;43,8;0,0;0,0; 36;43,2;  0;153;29,6;REFLOW
00:11,75;51,4;48,1;42,6;43,8;0,0;0,0; 36;43,2;  0;153;29,6;REFLOW
00:12,00;51,4;48,1;42,6;43,8;0,0;0,0; 37;43,2;  0;132;29,5;REFLOW
00:12,25;51,4;48,1;42,6;43,8;0,0;0,0; 37;43,2;  0;132;29,6;REFLOW
00:12,50;50,3;48,1;42,6;43,8;0,0;0,0; 37;43,2;  0;132;29,6;REFLOW
00:12,75;50,3;48,1;42,6;43,8;0,0;0,0; 37;43,2;  0;132;29,6;REFLOW
00:13,00;50,3;48,1;42,6;43,8;0,0;0,0; 38;43,2;  0;111;29,5;REFLOW
00:13,25;50,3;48,1;42,6;43,8;0,0;0,0; 38;43,2;  0;111;29,6;REFLOW
00:13,50;50,3;48,1;42,6;43,8;0,0;0,0; 38;43,2;  0;111;29,6;REFLOW
00:13,75;50,3;48,1;42,6;43,8;0,0;0,0; 38;43,2;  0;111;29,6;REFLOW
00:14,00;50,3;48,1;42,6;43,8;0,0;0,0; 39;43,2;  0; 90;29,4;REFLOW
00:14,25;50,3;48,1;42,6;43,8;0,0;0,0; 39;43,2;  0; 93;29,5;REFLOW
00:14,50;50,3;48,1;42,7;43,8;0,0;0,0; 39;43,3;  0; 93;29,5;REFLOW
00:14,75;50,3;48,1;42,7;43,8;0,0;0,0; 39;43,3;  0; 90;29,6;REFLOW
00:15,00;50,3;48,1;42,7;43,8;0,0;0,0; 40;43,3;  0; 69;29,6;REFLOW
00:15,25;50,3;48,1;42,7;43,8;0,0;0,0; 40;43,3;  0; 69;29,6;REFLOW
00:15,50;50,3;48,1;42,8;43,8;0,0;0,0; 40;43,3;  0; 72;29,6;REFLOW
00:15,75;50,3;48,1;42,8;43,8;0,0;0,0; 40;43,3;  0; 69;29,5;REFLOW
00:16,00;50,3;48,1;42,8;43,8;0,0;0,0; 41;43,3;  0; 60;29,6;REFLOW
00:16,25;50,3;48,1;42,9;43,8;0,0;0,0; 41;43,4;  0; 60;29,6;REFLOW
00:16,50;50,3;48,1;43,1;43,8;0,0;0,0; 41;43,4;  0; 60;29,6;REFLOW
00:16,75;50,3;48,1;43,1;43,8;0,0;0,0; 41;43,5;  0; 60;29,6;REFLOW
00:17,00;50,3;48,1;43,1;43,8;0,0;0,0; 42;43,5;  0; 60;29,6;REFLOW
00:17,25;50,3;48,1;43,3;43,8;0,0;0,0; 42;43,5;  0; 60;29,6;REFLOW
00:17,50;50,3;48,1;43,3;43,8;0,0;0,0; 42;43,5;  0; 60;29,6;REFLOW
00:17,75;50,3;48,1;43,3;43,8;0,0;0,0; 42;43,6;  0; 60;29,6;REFLOW
00:18,00;50,3;48,1;43,3;43,8;0,0;0,0; 43;43,6;  0; 60;29,6;REFLOW
00:18,25;50,3;48,1;43,3;43,8;0,0;0,0; 43;43,6;  0; 60;29,6;REFLOW
00:18,50;50,3;48,1;43,3;43,8;0,0;0,0; 43;43,6;  0; 60;29,6;REFLOW
00:18,75;49,2;48,1;43,3;43,8;0,0;0,0; 43;43,6;  0; 60;29,5;REFLOW
00:19,00;49,2;48,1;43,3;43,8;0,0;0,0; 44;43,6;  2; 60;29,5;REFLOW
00:19,25;50,3;48,1;43,3;43,8;0,0;0,0; 44;43,6;  2; 60;29,6;REFLOW
00:19,50;49,2;48,1;43,3;43,8;0,0;0,0; 44;43,6;  2; 60;29,5;REFLOW
00:19,75;49,2;48,1;43,3;43,8;0,0;0,0; 44;43,6;  2; 60;29,6;REFLOW
00:20,00;50,3;48,1;43,3;43,8;0,0;0,0; 45;43,6;  9; 60;29,6;REFLOW
00:20,25;50,3;48,1;43,3;43,8;0,0;0,0; 45;43,6;  9; 60;29,5;REFLOW
00:20,50;49,2;48,1;43,3;43,8;0,0;0,0; 45;43,6;  9; 60;29,6;REFLOW
00:20,75;49,2;48,1;43,3;43,8;0,0;0,0; 45;43,6;  9; 60;29,6;REFLOW
00:21,00;49,2;48,1;43,4;43,8;0,0;0,0; 45;43,6; 12; 60;29,6;REFLOW
00:21,25;49,2;48,1;43,4;43,8;0,0;0,0; 45;43,6; 13; 60;29,6;REFLOW
00:21,50;49,2;48,1;43,4;43,8;0,0;0,0; 45;43,6; 13; 60;29,6;REFLOW
00:21,75;49,2;48,1;43,4;43,8;0,0;0,0; 45;43,6; 12; 60;29,6;REFLOW
00:22,00;49,2;48,1;43,4;43,8;0,0;0,0; 46;43,6; 17; 60;29,4;REFLOW
00:22,25;49,2;48,1;43,4;43,8;0,0;0,0; 46;43,6; 17; 60;29,5;REFLOW
00:22,50;49,2;49,2;43,4;43,8;0,0;0,0; 46;43,6; 17; 60;29,6;REFLOW
00:22,75;49,2;49,2;43,4;43,8;0,0;0,0; 46;43,6; 17; 60;29,5;REFLOW
